job_equal_opp_employer,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,received_callback,race,gender,college_degree,years_experience,computer_skills,special_skills,resume_quality,job_manager,job_retail_sales,job_sales_rep,job_secretary,job_supervisor
0,0,0,1.0,1,0,0,0,1,8,1,0,0,0,0,0,0,0
0,0,0,1.0,1,0,1,0,0,8,1,0,0,0,0,0,0,0
0,0,0,1.0,1,0,1,0,1,7,1,0,1,0,0,0,0,0
0,0,0,1.0,1,0,0,0,1,21,1,0,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,19,1,0,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,0,19,1,0,1,0,0,0,1,0
0,0,0,0.0,1,1,0,0,1,19,1,0,0,0,0,0,1,0
0,0,0,0.0,1,1,0,0,1,22,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,0,0,1,5,1,0,0,0,0,0,1,0
0,1,0,0.0,1,0,1,0,0,5,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,1,0,1,5,1,0,0,0,0,0,1,0
0,1,0,0.0,1,0,0,0,0,6,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,7,1,0,1,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,5,1,0,0,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,7,1,0,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,6,1,0,0,0,0,0,1,0
1,0,0,1.0,0,0,1,0,1,7,1,0,1,0,1,0,0,0
1,0,0,1.0,0,0,1,0,1,6,1,0,0,0,1,0,0,0
1,0,0,1.0,0,0,0,0,1,8,1,0,1,0,1,0,0,0
1,0,0,1.0,0,0,0,0,0,8,1,0,0,0,1,0,0,0
1,1,0,1.0,0,0,1,0,1,7,1,1,1,0,0,0,0,0
1,1,0,1.0,0,0,0,0,1,5,1,0,1,0,0,0,0,0
1,1,0,1.0,0,0,1,0,0,6,1,0,0,0,0,0,0,0
1,1,0,1.0,0,0,0,0,1,6,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,7,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,3,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,2,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,3,1,0,0,0,0,0,1,0
1,0,0,0.0,1,0,0,1,1,7,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,1,1,1,7,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,1,1,1,3,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,0,1,1,8,1,1,1,0,0,0,1,0
0,0,0,5.0,1,0,1,0,1,6,1,1,1,0,0,0,0,1
0,0,0,5.0,1,0,0,0,1,7,1,0,1,0,0,0,0,1
1,0,1,3.0,1,0,1,0,1,21,1,0,1,0,1,0,0,0
1,0,1,3.0,1,0,1,0,1,12,1,0,0,0,1,0,0,0
1,0,1,3.0,1,0,0,0,0,5,1,0,0,0,1,0,0,0
1,0,1,3.0,1,0,0,0,0,5,1,0,1,0,1,0,0,0
0,0,1,0.0,0,0,1,0,0,5,1,0,1,0,0,0,1,0
0,0,1,0.0,0,0,0,0,1,5,1,0,1,0,0,0,1,0
0,0,1,0.0,0,0,0,0,1,9,1,0,0,0,0,0,1,0
0,0,1,0.0,0,0,1,0,0,6,1,0,0,0,0,0,1,0
1,0,1,3.0,0,0,1,0,1,18,1,0,1,1,0,0,0,0
0,0,0,0.0,0,0,1,0,1,8,1,0,1,0,1,0,0,0
1,0,1,1.0,0,0,1,1,1,8,1,0,1,0,0,1,0,0
0,1,0,0.0,0,0,1,1,1,7,0,0,0,0,0,1,0,0
0,0,0,0.0,0,0,0,1,1,8,0,0,0,0,0,1,0,0
0,0,0,0.0,0,1,0,1,1,6,1,0,0,0,1,0,0,0
1,0,1,3.0,0,0,0,1,1,26,0,0,0,1,0,0,0,0
1,0,1,1.0,0,0,0,0,1,6,1,0,0,0,0,1,0,0
0,1,0,0.0,0,0,1,0,1,6,1,0,0,0,1,0,0,0
0,0,0,0.0,0,0,1,1,1,7,0,0,0,0,1,0,0,0
0,1,0,0.0,0,0,1,1,1,8,1,0,1,0,1,0,0,0
1,0,1,3.0,0,0,1,1,1,8,1,0,0,1,0,0,0,0
0,0,0,0.0,0,0,0,1,1,20,0,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,0,1,8,1,0,1,0,1,0,0,0
0,0,0,0.0,0,1,0,0,1,2,1,0,1,0,1,0,0,0
1,0,1,1.0,0,0,0,0,1,2,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,0,0,1,2,1,0,1,0,1,0,0,0
0,1,0,0.0,0,0,0,0,1,6,1,0,0,0,0,1,0,0
0,1,0,0.0,0,0,0,0,1,7,0,0,0,0,1,0,0,0
1,0,1,1.0,0,0,1,0,1,7,0,0,0,0,0,1,0,0
0,1,0,0.0,0,0,1,0,1,8,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,13,1,0,0,0,0,1,0,0
0,1,0,0.0,0,0,0,1,1,2,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,7,0,0,0,0,1,0,0,0
0,0,0,0.0,0,0,1,1,1,5,1,1,1,0,0,1,0,0
0,0,0,0.0,0,0,0,1,1,6,1,0,0,0,1,0,0,0
0,1,0,0.0,0,0,0,1,1,2,1,0,1,0,1,0,0,0
1,0,1,3.0,0,0,0,1,1,14,1,1,1,1,0,0,0,0
0,0,0,0.0,0,0,1,0,1,7,0,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,1,5,1,1,1,0,0,0,1,0
0,0,0,0.0,0,1,1,0,1,9,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,4,1,1,0,0,0,0,1,0
0,1,0,0.0,1,0,1,0,0,13,1,1,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,14,1,0,1,0,0,0,0,0
0,1,0,0.0,1,0,0,0,0,7,1,1,0,0,0,0,0,0
0,1,0,0.0,1,1,1,0,0,4,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,7,0,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,5,0,1,0,0,0,0,1,0
0,0,0,0.0,0,0,1,0,0,19,0,0,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,4,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,19,0,0,1,0,0,0,0,1
0,0,0,0.0,1,0,0,0,0,2,1,1,0,0,0,0,0,1
0,0,0,0.0,1,0,0,0,1,5,1,1,1,0,0,0,0,1
0,0,0,0.0,1,0,1,0,0,4,1,1,0,0,0,0,0,1
1,0,1,1.0,1,0,0,0,1,14,1,0,1,0,0,0,1,0
1,0,1,1.0,1,0,1,0,1,5,1,1,1,0,0,0,1,0
1,0,1,1.0,1,0,1,0,0,13,1,1,0,0,0,0,1,0
1,0,1,1.0,1,0,0,0,1,11,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,1,0,0,2,1,1,0,0,0,0,0,0
1,0,0,0.0,1,0,1,0,1,9,1,0,1,0,0,0,0,0
1,0,0,0.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1,0,0,0.0,1,0,0,0,1,14,1,0,1,0,0,0,0,0
0,0,0,0.0,1,1,1,0,0,16,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,5,0,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,19,0,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,16,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,26,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,2,1,1,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,0,4,1,1,0,0,0,0,0,0
1,0,0,0.0,0,1,1,0,1,6,1,0,0,0,1,0,0,0
1,0,0,0.0,0,1,0,1,1,8,1,0,1,0,1,0,0,0
1,0,0,0.0,0,1,0,1,1,6,0,0,0,0,1,0,0,0
1,0,0,0.0,0,1,1,1,1,6,1,0,1,0,1,0,0,0
0,0,0,0.0,0,0,1,0,0,7,1,0,1,1,0,0,0,0
0,0,0,0.0,0,0,1,0,1,8,1,0,0,1,0,0,0,0
0,0,0,0.0,0,0,0,0,0,5,1,0,0,1,0,0,0,0
0,0,0,0.0,0,0,0,0,1,6,1,0,1,1,0,0,0,0
0,1,0,0.0,1,0,1,0,1,4,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,0,0,0,4,1,0,0,0,0,0,1,0
0,1,0,0.0,1,0,1,0,1,4,1,0,0,0,0,0,1,0
0,1,0,0.0,1,0,0,0,0,4,1,0,1,0,0,0,1,0
1,0,0,5.0,0,0,1,0,1,7,1,0,0,0,0,0,0,1
1,0,0,5.0,0,0,0,0,1,4,1,0,0,0,0,0,0,1
0,1,0,0.0,1,0,1,0,1,12,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,10,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,0,13,1,0,1,0,0,0,0,0
0,1,0,0.0,1,0,1,0,0,13,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,12,1,0,1,0,0,0,0,0
0,0,0,0.0,1,0,0,0,0,10,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,1,11,0,0,0,0,0,0,0,0
0,1,0,3.0,0,1,1,0,0,7,1,1,1,0,0,0,0,0
0,1,0,3.0,0,1,0,0,1,8,1,1,1,0,0,0,0,0
0,1,0,3.0,0,1,1,0,1,6,1,1,0,0,0,0,0,0
0,1,0,3.0,0,1,0,0,1,7,1,1,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,13,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,12,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,11,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,11,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,5,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,5,1,0,1,0,0,0,0,0
0,0,0,0.0,1,0,0,0,1,5,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,0,6,1,1,1,0,0,0,0,0
0,1,0,0.0,0,0,1,0,0,3,1,0,0,0,0,0,0,0
0,1,0,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0
0,1,0,0.0,0,0,0,0,1,7,1,1,1,0,0,0,0,0
0,1,0,0.0,0,0,1,0,0,5,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,11,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,14,1,0,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,10,1,0,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,9,1,0,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,6,1,1,0,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,6,1,0,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,1,6,0,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,4,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,1,0,1,11,1,0,1,0,0,0,0,0
1,0,0,0.0,1,0,0,0,1,11,1,0,1,0,0,0,0,0
1,0,0,0.0,1,0,0,0,1,6,1,0,0,0,0,0,0,0
1,0,0,0.0,1,0,1,0,1,6,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,6,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,11,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,11,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,6,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,14,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,6,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,6,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,6,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,6,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,3,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,5,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,4,1,0,0,0,0,0,1,0
1,0,0,1.0,1,1,1,0,1,12,1,0,0,0,0,0,0,1
1,0,0,1.0,1,0,0,0,0,13,1,0,0,0,0,0,0,1
1,0,0,1.0,1,0,1,0,0,12,1,0,1,0,0,0,0,1
1,0,0,1.0,1,0,0,0,0,11,1,0,1,0,0,0,0,1
1,0,0,1.0,0,0,0,0,1,6,1,0,0,0,1,0,0,0
0,0,0,0.0,0,0,0,0,1,8,0,0,0,0,0,1,0,0
1,0,0,1.0,0,0,0,0,1,14,1,1,1,0,0,1,0,0
1,0,0,1.0,0,0,1,0,1,2,1,0,1,0,1,0,0,0
1,0,0,0.0,0,0,1,1,1,13,1,0,0,0,1,0,0,0
0,0,0,0.0,0,0,1,1,1,8,1,0,1,0,0,1,0,0
0,0,0,1.0,0,0,1,0,1,8,1,0,0,1,0,0,0,0
1,0,0,0.0,0,0,1,0,1,5,1,1,1,0,1,0,0,0
0,0,0,1.0,0,0,1,0,1,14,1,1,1,1,0,0,0,0
1,0,0,1.0,0,0,1,1,1,18,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,0,1,1,2,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,2,1,0,1,0,1,0,0,0
0,0,0,0.0,0,0,0,1,1,6,1,0,0,0,0,1,0,0
1,1,0,0.0,0,0,0,0,1,8,1,0,1,0,1,0,0,0
1,0,0,0.0,0,0,0,0,1,8,0,0,0,0,1,0,0,0
0,0,0,0.0,0,0,1,0,1,7,0,0,0,0,1,0,0,0
0,0,0,0.0,0,0,1,0,1,7,0,0,0,0,0,1,0,0
1,1,0,0.0,0,0,1,0,1,6,1,0,0,0,1,0,0,0
1,1,0,0.0,0,0,0,0,1,7,0,0,0,0,1,0,0,0
0,0,0,0.0,0,0,0,0,1,8,1,0,1,0,1,0,0,0
0,0,0,0.0,0,0,0,0,1,6,1,0,0,0,1,0,0,0
1,0,0,0.0,0,0,0,0,1,20,0,0,1,0,1,0,0,0
0,0,0,0.0,0,0,0,1,1,20,0,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,13,1,0,0,0,0,1,0,0
1,1,0,0.0,0,0,1,1,1,2,1,0,1,0,1,0,0,0
0,0,0,0.0,0,0,1,1,1,5,1,1,1,0,0,1,0,0
1,0,0,1.0,0,0,0,1,1,26,0,0,0,0,0,1,0,0
1,0,0,1.0,0,0,1,0,1,7,0,0,0,0,1,0,0,0
1,0,0,1.0,0,0,1,1,1,8,1,0,0,0,0,1,0,0
0,0,0,1.0,0,0,0,1,1,26,0,0,0,1,0,0,0,0
1,0,0,1.0,0,0,0,1,1,8,1,0,1,0,1,0,0,0
0,0,0,1.0,0,0,0,1,1,18,1,0,1,1,0,0,0,0
0,0,0,0.0,1,1,0,0,1,5,1,1,1,0,0,0,1,0
0,0,0,0.0,1,1,1,0,1,7,0,1,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,0,4,1,1,1,0,0,0,1,0
0,0,0,0.0,1,1,0,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,0,16,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,4,1,1,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,0,4,1,1,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,1,5,1,1,1,0,0,0,0,0
1,0,0,0.0,1,0,1,0,1,8,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,0,0,0,16,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,0,0,0,2,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,1,0,1,7,0,1,0,0,0,0,1,0
1,0,0,0.0,1,0,1,0,0,26,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,1,0,0,2,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,0,0,0,13,1,1,0,0,0,0,1,0
1,0,0,0.0,1,0,0,0,0,4,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,5,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,4,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,13,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,7,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,14,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,9,1,0,1,0,0,0,1,0
0,0,0,0.0,1,1,1,0,1,11,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,16,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,5,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,5,0,1,0,0,0,0,1,0
0,0,0,0.0,0,1,1,0,0,2,0,1,0,0,0,0,1,0
0,0,0,0.0,0,1,1,0,1,5,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,16,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,1,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,1,9,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,5,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,1,7,0,1,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,1,9,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,13,1,1,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,8,1,1,1,0,0,0,1,0
0,0,0,0.0,0,1,1,0,1,20,0,0,0,0,1,0,0,0
0,0,0,0.0,0,1,0,0,1,13,0,0,0,0,1,0,0,0
0,0,0,1.0,0,0,0,0,1,6,1,1,0,0,0,0,1,0
0,0,0,1.0,0,0,1,0,0,9,1,0,1,0,0,0,1,0
0,0,0,1.0,0,0,1,0,0,6,1,0,0,0,0,0,1,0
0,0,0,1.0,0,0,0,0,1,8,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,4,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,1,4,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,4,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,4,1,0,1,0,0,0,1,0
1,0,0,0.0,0,0,1,0,1,7,1,0,1,0,0,0,0,1
1,0,0,0.0,0,0,1,0,1,6,1,1,0,0,0,0,0,1
1,0,0,0.0,0,0,0,0,1,5,1,1,0,0,0,0,0,1
1,0,0,0.0,0,0,0,0,0,7,1,0,1,0,0,0,0,1
0,1,0,0.0,1,0,1,0,1,6,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,1,0,0,16,1,1,1,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,8,1,1,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,7,1,1,1,0,0,0,0,0
0,1,0,0.0,1,0,1,0,0,5,1,0,1,0,0,0,0,0
0,1,0,0.0,1,0,1,0,0,5,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,6,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,0,0,1,6,1,0,1,0,0,0,0,0
0,0,0,1.0,0,0,1,0,0,16,1,0,1,0,0,0,0,0
0,0,0,1.0,0,0,0,0,1,16,1,0,0,0,0,0,0,0
0,0,0,1.0,0,0,0,0,1,14,1,1,1,0,0,0,0,0
0,0,0,1.0,0,0,1,0,1,15,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,7,1,0,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,6,1,0,0,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,7,1,0,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,1,7,1,0,1,0,0,0,1,0
0,0,0,1.0,1,0,1,0,0,4,1,0,0,1,0,0,0,0
0,0,0,1.0,1,0,0,0,1,5,1,0,0,1,0,0,0,0
0,0,0,1.0,1,0,0,0,0,6,1,0,0,0,0,0,1,0
0,0,0,1.0,1,0,1,0,1,5,1,0,0,0,0,0,1,0
0,0,0,1.0,1,0,1,0,1,7,1,0,1,0,0,0,1,0
0,0,0,1.0,1,0,0,0,0,7,1,0,1,0,0,0,1,0
0,0,0,5.0,0,0,1,0,1,9,0,0,0,0,0,0,0,0
0,0,0,5.0,0,0,0,0,1,8,1,1,1,0,0,0,0,0
0,0,0,5.0,0,0,1,0,0,9,1,1,1,0,0,0,0,0
0,0,0,5.0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,8,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,6,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,7,1,0,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,1,4,1,0,0,0,0,0,0,0
0,1,0,0.0,1,0,1,1,1,4,1,0,0,0,0,1,0,0
0,1,0,0.0,1,0,1,1,1,5,1,1,1,0,0,1,0,0
0,1,0,0.0,1,0,0,1,1,7,1,0,0,0,0,1,0,0
0,1,0,0.0,1,0,0,1,1,4,1,1,1,0,0,1,0,0
1,0,0,0.0,1,1,1,0,1,10,1,1,1,0,0,0,1,0
1,0,0,0.0,1,0,0,0,1,2,1,0,0,0,0,0,1,0
1,0,0,0.0,1,0,0,0,1,11,1,0,1,0,0,0,1,0
1,0,0,0.0,1,1,1,0,1,3,1,0,0,0,0,0,1,0
0,0,0,1.0,0,0,0,0,1,5,1,0,1,0,0,0,1,0
0,0,0,1.0,0,0,0,0,1,3,1,1,0,0,0,0,1,0
0,0,0,1.0,0,0,1,0,1,4,1,1,1,0,0,0,1,0
0,0,0,1.0,0,0,1,0,1,3,1,0,0,0,0,0,1,0
0,0,0,1.0,1,0,1,0,1,14,1,0,0,1,0,0,0,0
0,0,0,1.0,1,0,0,0,1,2,1,1,0,1,0,0,0,0
0,0,0,0.0,1,0,0,0,1,9,1,0,1,0,0,0,0,0
0,0,0,0.0,1,0,0,0,1,14,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,12,1,0,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,1,6,1,0,0,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,5,1,0,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,1,6,1,0,0,0,0,0,1,0
0,0,0,0.0,1,0,1,0,0,3,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,0,0,0,3,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,1,0,1,14,1,0,1,0,0,0,1,0
0,1,0,0.0,1,0,0,0,0,11,1,0,0,0,0,0,1,0
0,1,0,0.0,1,0,1,0,1,11,1,0,0,0,0,0,1,0
0,0,0,1.0,0,0,0,0,1,7,0,0,0,0,1,0,0,0
0,0,0,0.0,0,0,0,0,1,6,1,0,0,0,0,1,0,0
1,0,0,1.0,0,0,0,0,1,2,1,0,1,0,0,1,0,0
0,0,1,0.0,0,1,1,1,1,21,1,1,0,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,2,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,7,0,0,0,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,6,1,0,0,0,0,1,0,0
0,0,1,0.0,0,1,1,1,1,6,1,0,1,0,0,1,0,0
0,0,0,1.0,0,0,1,0,1,2,1,0,1,0,1,0,0,0
0,0,1,0.0,0,0,0,1,1,2,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,14,1,1,1,1,0,0,0,0
0,0,1,0.0,0,0,0,1,1,6,1,0,0,0,0,1,0,0
0,0,1,0.0,0,1,0,0,1,2,1,0,0,0,0,1,0,0
0,0,1,0.0,0,0,1,0,1,7,0,0,0,0,0,1,0,0
0,0,0,0.0,0,0,0,0,1,26,0,0,0,1,0,0,0,0
0,0,0,0.0,0,0,0,0,1,8,1,0,1,0,0,1,0,0
0,0,1,0.0,0,1,0,0,1,7,1,0,1,0,0,1,0,0
1,0,0,1.0,0,0,0,1,1,6,1,0,0,0,0,1,0,0
0,0,0,0.0,0,0,0,1,1,8,1,0,1,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,8,1,0,0,1,0,0,0,0
1,0,0,1.0,0,0,1,1,1,8,1,0,1,0,0,1,0,0
1,0,0,1.0,0,0,1,1,1,7,0,0,0,0,0,1,0,0
0,0,0,0.0,0,0,1,1,1,2,1,0,1,0,0,1,0,0
0,0,1,0.0,0,0,1,1,1,8,1,0,1,0,0,1,0,0
0,0,0,1.0,0,0,1,0,1,6,1,0,0,0,1,0,0,0
0,0,0,0.0,0,0,0,1,1,18,1,0,1,1,0,0,0,0
0,0,0,0.0,0,0,0,1,1,7,0,0,0,0,0,1,0,0
0,0,0,1.0,0,0,0,1,1,8,1,0,1,0,1,0,0,0
0,0,0,0.0,0,0,1,0,0,13,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,9,1,0,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,7,0,1,0,0,0,0,0,0
0,0,0,0.0,0,1,1,0,0,26,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,16,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,1,0,1,14,1,0,1,0,0,0,1,0
0,0,0,0.0,0,0,1,0,0,13,1,1,0,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,7,1,1,0,0,0,0,1,0
0,0,0,0.0,0,0,1,0,0,4,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,1,14,1,0,1,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,13,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,13,1,1,1,0,0,0,0,0
0,0,0,0.0,0,0,1,0,0,16,1,1,1,0,0,0,0,0
0,0,0,0.0,1,0,1,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,1,1,1,0,1,8,1,1,1,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,4,1,1,0,0,0,0,1,0
0,0,0,0.0,1,1,0,0,0,19,0,0,1,0,0,0,1,0
1,0,0,0.0,0,0,0,0,0,7,1,1,0,0,0,0,1,0
1,0,0,0.0,0,1,1,0,0,13,1,1,0,0,0,0,1,0
1,0,0,0.0,0,1,1,0,1,13,1,1,1,0,0,0,1,0
1,0,0,0.0,0,0,0,0,0,16,1,1,1,0,0,0,1,0
0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,1,0,0,4,1,1,0,0,0,0,0,0
0,0,0,0.0,0,0,0,0,0,26,1,1,1,0,0,0,0,0
